Temperatura,Horas_Operacion,Carga,Humedad,Consumo_Energia
32.5,5.2,39.6,62.9,25.29
29.5,11.6,64.1,88.9,33.98
18.9,8.4,30.7,82.7,23.93
34.2,8.5,78.1,44.1,28.97
32.2,2.9,69.8,50.9,17.97
32.2,5.8,72.6,43.9,25.9
33.6,4.5,37.9,58.4,20.02
33.7,6.9,91.2,59.5,31.68
21.7,9.6,75.0,45.5,32.63
33.9,9.3,36.4,86.7,28.87
18.8,9.1,54.0,47.7,30.38
33.0,4.5,74.6,74.1,23.3
25.8,9.0,99.7,58.1,36.15
32.1,6.8,48.1,63.5,32.1
22.6,6.9,43.4,77.7,24.14
30.8,8.2,86.1,54.8,32.61
31.7,3.4,57.9,81.6,22.19
19.4,11.3,36.5,55.6,31.01
33.5,8.2,98.8,54.7,29.12
31.9,5.6,86.2,63.6,28.42
28.1,7.8,34.4,79.6,21.59
30.0,8.8,53.4,67.3,30.54
23.9,10.6,96.3,40.9,30.92
26.0,7.1,47.5,76.2,24.06
20.5,8.9,59.0,75.6,28.57
26.5,5.1,49.3,74.1,20.14
31.3,5.9,40.4,58.0,25.82
27.5,2.8,30.7,63.9,15.37
20.3,8.5,36.7,87.2,22.72
32.1,8.6,54.8,88.9,25.17
30.5,2.6,92.7,79.2,21.75
18.6,6.0,48.7,42.3,21.53
31.7,3.0,53.6,87.7,22.06
32.7,7.6,84.8,53.4,28.81
26.7,5.5,95.0,55.5,25.07
24.4,9.7,41.2,69.2,28.15
19.4,6.2,30.5,42.8,18.13
32.1,11.9,70.0,82.6,38.32
18.1,9.1,44.6,53.9,29.27
23.8,4.6,99.0,48.4,22.4
23.6,3.2,95.4,77.5,25.58
33.5,9.3,31.0,60.6,28.25
25.6,5.3,58.2,56.3,24.49
33.1,2.7,88.8,71.7,18.16
19.5,7.8,39.6,58.8,22.03
32.4,3.0,83.3,69.9,23.97
28.4,4.5,68.3,84.7,21.34
27.1,6.7,45.9,83.4,24.26
23.2,9.8,71.7,61.2,30.61
26.3,6.2,51.4,81.0,27.38
22.6,5.0,36.6,76.9,14.12
25.7,3.9,62.8,74.6,21.75
31.1,5.8,44.9,75.5,21.91
28.6,2.4,60.4,80.4,17.13
29.6,5.7,63.2,73.0,22.93
33.2,4.7,39.2,80.4,19.66
18.9,3.1,89.4,69.8,24.79
21.4,3.7,34.1,58.6,15.2
30.3,11.3,43.8,67.4,34.73
24.9,5.7,93.2,76.5,27.94
29.1,9.0,30.9,89.7,27.63
33.3,11.2,41.0,56.2,26.7
30.5,3.2,62.4,76.4,21.1
33.9,8.0,73.9,53.8,27.04
20.6,11.1,52.6,48.7,29.87
30.9,11.5,71.4,70.4,38.73
29.9,6.3,41.2,54.4,25.67
18.1,6.0,74.7,74.7,24.43
18.7,11.7,53.8,63.2,30.34
18.6,9.3,74.0,49.4,30.93
27.0,10.7,72.7,73.8,35.41
31.2,9.7,83.1,77.0,30.42
24.9,8.7,63.1,76.8,33.97
18.1,6.0,58.7,85.4,20.35
21.0,6.0,34.5,75.6,23.28
34.1,8.9,34.8,70.7,31.15
22.2,10.3,43.7,86.3,29.05
32.5,2.7,55.7,59.1,18.45
24.3,10.7,32.4,41.0,27.19
26.9,7.3,98.7,48.1,28.46
26.3,7.4,91.3,44.1,29.38
20.3,9.8,98.9,68.4,30.0
24.2,10.3,78.1,84.0,33.5
35.0,4.2,70.2,60.9,23.16
27.6,10.0,68.2,59.2,30.75
25.9,2.4,66.8,40.9,17.14
27.3,9.1,61.0,83.3,28.45
22.5,7.6,60.0,73.5,29.24
27.6,9.2,90.9,45.0,29.7
30.4,10.4,61.1,68.6,32.27
19.8,11.6,63.5,53.9,32.82
22.7,6.7,94.5,88.4,28.98
21.6,7.2,91.0,67.9,27.82
30.7,5.5,86.1,57.2,28.96
33.9,4.8,66.5,42.2,24.54
25.2,7.9,67.7,64.5,29.7
28.8,5.6,36.4,42.5,21.4
18.5,6.2,69.9,49.8,24.49
20.2,3.0,68.3,82.2,20.59
24.5,3.1,55.6,57.9,14.73
29.3,11.1,88.0,71.0,36.07
28.9,3.8,63.3,41.2,23.24
21.3,10.3,53.1,44.5,33.14
20.3,9.1,89.2,89.1,31.5
33.9,6.4,68.0,86.5,26.33
24.0,4.1,66.5,54.3,20.46
25.8,2.5,66.7,65.6,19.97
19.6,10.7,42.6,63.8,31.3
33.5,8.7,94.3,76.5,35.34
29.4,3.8,70.3,46.5,21.45
26.7,2.7,61.0,49.9,18.01
25.3,11.2,77.1,67.2,35.94
18.9,4.8,57.9,79.0,18.97
21.6,4.6,66.4,60.3,20.12
32.6,8.2,81.2,81.5,31.7
28.6,7.2,92.5,70.9,30.79
21.3,4.6,46.1,65.2,19.05
21.2,4.1,88.9,66.9,21.4
24.0,11.0,67.0,46.0,31.89
28.5,4.9,84.6,54.5,21.39
27.2,2.7,57.3,88.2,18.11
27.0,8.2,47.6,42.7,24.25
32.8,10.6,85.0,88.3,34.22
32.6,2.4,81.7,69.2,21.02
32.4,3.6,60.3,73.7,21.76
29.9,4.2,32.4,62.2,17.79
24.7,8.9,52.5,49.2,23.67
22.6,4.9,62.1,52.1,25.98
34.2,10.7,37.9,84.3,32.03
18.8,4.4,64.2,80.2,20.27
28.5,7.8,53.6,64.8,27.93
32.4,2.5,39.6,48.9,13.76
22.6,9.8,48.6,71.3,27.79
34.6,11.9,51.1,43.8,36.36
33.1,8.8,50.3,42.8,29.07
21.4,8.3,72.9,41.6,26.91
22.6,4.8,47.7,76.8,21.02
33.3,9.4,46.4,62.1,28.37
19.9,6.9,82.6,75.3,25.49
21.2,4.1,82.6,83.7,24.6
28.3,9.2,33.2,49.5,26.39
20.5,7.6,45.0,40.5,23.27
27.7,11.2,62.4,78.4,34.36
27.8,6.6,78.8,86.2,25.54
28.1,11.2,35.7,51.2,27.88
22.3,10.0,61.4,60.3,31.37
32.0,3.7,77.6,51.6,26.18
34.5,7.8,59.8,75.3,27.39
22.7,9.4,97.4,65.8,33.49
32.7,2.4,51.2,45.4,13.76
23.0,3.1,87.5,53.1,20.91
23.9,11.1,33.4,73.1,28.49
31.4,6.1,70.4,71.3,24.29
20.3,11.4,38.6,57.7,26.89
19.1,4.8,77.9,42.5,23.78
24.6,8.4,97.1,79.3,33.17
20.2,6.4,82.9,55.6,26.95
19.4,11.2,58.3,46.8,32.34
28.0,9.4,55.7,75.6,29.04
21.1,6.2,88.8,74.2,27.21
23.1,9.5,69.6,84.5,32.63
30.4,9.6,74.6,40.4,31.64
19.6,2.1,34.2,62.9,11.95
34.9,8.2,35.9,59.7,24.98
23.2,2.6,34.3,77.9,16.57
27.3,9.8,41.2,87.2,27.84
31.5,2.1,45.6,85.8,19.12
22.0,10.2,67.1,72.1,30.48
23.8,8.8,87.7,69.1,32.54
21.5,11.9,82.8,76.8,38.46
24.4,3.5,51.9,47.1,14.12
30.5,6.6,96.9,62.7,30.0
30.1,6.2,98.9,65.5,26.9
21.1,3.9,69.4,67.2,23.94
26.1,6.1,92.6,74.3,26.67
29.7,4.2,76.7,71.2,22.95
30.5,2.2,67.9,42.4,16.4
28.8,6.4,40.6,64.3,22.2
21.3,5.7,82.6,64.9,20.64
32.8,7.1,31.3,46.1,24.98
22.9,6.4,90.2,64.1,27.71
24.3,11.2,46.0,75.7,32.33
27.5,4.6,67.6,77.3,18.54
32.6,10.7,49.8,40.9,32.73
29.0,3.4,94.8,53.3,21.71
29.9,6.5,76.5,50.3,29.56
21.7,2.9,62.1,71.3,18.49
24.0,8.4,68.5,77.0,29.33
20.3,10.9,79.1,56.0,33.02
30.5,8.2,99.3,60.8,33.88
34.1,8.9,97.4,89.0,35.86
30.5,7.2,42.1,89.5,24.34
20.1,6.4,38.0,49.9,24.61
29.8,11.7,77.0,56.8,34.69
25.4,11.8,66.4,72.9,33.25
19.6,8.6,85.3,66.0,29.02
35.0,10.2,100.0,44.3,34.55
30.3,10.7,32.6,41.6,29.19
28.6,4.2,40.8,56.2,19.13
32.8,10.1,84.7,69.8,36.78
23.5,3.3,33.5,69.2,20.15
29.3,8.4,94.9,43.3,34.69
26.0,11.4,96.2,73.5,37.56
20.1,8.0,98.7,75.1,26.33
27.2,5.5,74.2,62.9,24.4
28.7,10.7,40.1,70.0,32.42
26.0,6.4,46.1,51.2,23.8
20.1,10.4,73.0,75.6,30.62
19.3,7.3,99.8,56.6,28.27
29.3,3.5,98.9,71.2,21.91
32.2,4.3,96.1,52.4,27.65
33.7,9.8,31.2,89.3,29.82
24.6,11.7,62.2,55.6,31.9
34.0,11.4,99.4,89.2,34.52
31.9,7.0,35.9,43.4,18.79
25.2,3.9,83.1,57.9,17.18
24.9,2.8,99.5,46.1,19.22
23.7,6.4,36.9,82.3,22.32
19.2,2.2,42.5,84.3,18.35
18.2,10.9,56.8,81.7,32.58
22.2,8.4,38.2,51.7,22.76
22.3,9.3,31.7,71.1,28.5
30.4,5.0,92.6,65.0,27.02
20.7,8.6,31.7,41.5,22.06
29.8,3.0,86.7,79.1,20.7
30.4,4.7,42.7,50.7,26.9
25.8,10.5,39.4,50.6,28.44
20.0,5.7,97.9,57.1,26.66
30.2,3.9,68.2,51.8,17.87
33.5,4.2,77.5,74.7,20.44
24.2,8.5,70.9,76.0,31.1
30.9,7.8,55.4,51.9,26.39
30.6,3.1,33.0,66.6,19.01
18.9,10.7,82.1,54.0,34.46
18.9,11.0,86.6,51.0,35.9
29.5,3.4,71.2,73.2,22.95
32.1,5.5,70.0,66.3,25.67
33.6,9.2,72.8,76.6,29.78
20.4,6.5,65.5,44.7,25.32
27.9,5.6,99.1,80.1,23.58
22.8,11.5,99.6,88.3,36.13
21.8,5.2,99.8,86.0,23.05
30.6,10.1,81.7,56.4,35.19
25.0,5.6,96.5,65.2,25.1
25.4,7.1,56.6,76.3,23.49
32.4,11.6,89.5,52.8,42.63
22.1,8.4,91.7,60.3,31.38
27.0,5.3,62.1,89.4,25.66
32.1,4.7,80.8,51.9,24.25
20.2,6.9,31.6,86.9,22.93
28.1,8.2,52.6,65.0,28.63
32.2,7.8,87.6,57.7,27.46
31.0,3.3,47.1,52.1,14.61
33.0,6.2,81.3,70.0,30.49
18.6,8.7,87.8,67.3,30.55
29.8,8.3,46.1,44.7,24.97
21.5,5.6,68.5,59.9,22.77
27.5,7.5,71.9,70.6,29.25
31.2,3.5,92.8,72.9,23.16
25.1,3.1,35.9,42.6,18.6
30.0,4.0,47.9,74.2,16.52
32.3,4.9,67.6,51.7,19.68
34.1,9.5,76.8,62.5,30.23
27.3,8.0,34.4,44.8,26.36
23.4,2.0,40.4,87.7,16.79
24.6,7.4,91.3,70.5,24.94
32.7,5.8,38.4,86.7,25.39
22.1,5.6,41.4,49.1,19.04
33.0,10.0,47.4,44.7,26.06
19.0,7.0,93.0,78.3,31.41
34.5,3.7,60.0,88.4,22.96
20.0,4.2,50.3,50.6,16.76
33.0,5.1,30.4,60.6,21.56
27.2,5.4,80.1,42.1,22.91
27.5,6.0,35.7,60.6,22.74
34.7,10.8,60.1,52.6,37.21
34.2,5.3,82.3,64.6,26.15
31.6,7.7,34.4,40.6,24.33
29.1,2.0,42.5,45.8,13.27
29.5,3.8,76.8,42.7,22.87
20.3,9.7,34.9,87.3,27.95
25.9,6.4,51.6,86.1,23.28
25.3,5.2,62.4,67.2,20.27
19.7,4.9,52.5,48.7,20.87
18.2,6.7,91.7,62.6,25.05
18.3,2.0,62.4,68.0,15.26
30.5,5.1,71.5,50.3,19.68
25.6,11.5,95.9,47.5,36.94
26.3,3.4,92.2,69.3,23.05
22.3,2.1,47.0,79.4,16.57
27.2,2.0,51.1,67.1,14.86
20.2,9.1,67.1,85.3,27.44
20.8,7.7,59.6,72.8,23.15
31.9,11.9,61.7,76.8,34.82
18.5,5.3,61.3,84.2,21.21
33.6,3.5,66.4,56.4,19.68
23.7,7.4,99.0,75.2,30.28
33.8,3.9,50.0,56.1,22.41
19.1,9.0,36.3,50.1,24.64
23.3,3.7,87.1,51.3,19.63
28.1,5.5,67.9,74.7,27.47
33.9,7.4,74.5,65.8,25.41
19.5,9.4,95.2,43.5,29.33
31.8,9.9,60.3,47.4,29.37
28.4,5.5,49.8,72.2,22.27
28.9,7.1,46.8,68.6,24.52
34.9,7.7,40.1,80.0,21.4
23.5,5.4,85.3,46.9,25.93
24.1,9.3,34.7,55.5,23.49
27.1,3.0,58.9,53.4,17.89
28.6,7.1,93.5,41.1,26.89
23.3,6.4,34.8,48.7,22.11
30.0,4.3,68.1,56.4,20.14
19.4,4.4,32.3,62.7,17.19
21.3,5.7,67.0,59.8,21.31
18.2,10.6,86.3,73.1,30.98
30.7,3.3,85.6,85.4,23.24
34.1,8.5,43.4,66.9,29.34
31.1,6.4,54.0,55.0,23.79
20.9,8.5,37.5,89.8,24.87
22.8,4.8,96.3,74.6,25.17
29.4,10.3,42.0,84.0,30.18
23.3,3.0,62.2,81.8,23.87
24.9,9.9,72.0,48.3,29.26
22.3,3.3,43.6,54.3,14.77
27.1,3.9,90.0,43.5,23.78
32.8,3.2,49.7,86.3,20.17
22.1,10.3,37.5,53.1,29.77
27.0,9.4,40.8,85.8,26.92
29.3,2.6,37.3,87.3,17.7
18.1,11.1,60.5,56.5,32.02
22.3,11.6,56.7,87.4,36.0
27.6,11.5,54.3,50.0,33.68
32.0,3.8,93.6,66.6,27.74
21.9,8.5,57.0,86.2,26.91
33.3,3.4,59.3,48.7,21.71
32.0,5.6,48.6,67.1,28.16
24.7,11.7,37.4,60.2,30.96
31.8,8.5,98.1,51.6,34.24
32.4,9.3,82.0,59.8,32.38
22.8,11.8,88.3,44.4,35.64
20.0,3.7,63.1,80.2,17.6
19.7,7.8,61.4,56.2,26.5
33.0,2.7,34.1,42.2,15.96
26.4,6.5,50.6,56.1,23.18
29.4,10.8,66.1,51.1,32.68
24.6,2.2,48.7,68.3,19.12
31.3,7.2,88.0,64.6,27.37
32.0,10.4,39.6,66.6,33.31
33.2,5.1,87.1,89.9,28.02
28.9,11.2,68.3,52.9,29.83
33.2,8.5,92.4,65.8,31.85
32.7,2.6,80.9,46.6,21.7
22.6,8.5,89.9,65.6,31.21
28.0,5.9,40.2,62.6,15.84
22.5,3.5,56.5,49.7,17.23
28.8,11.3,62.0,77.1,35.4
33.3,11.8,63.4,45.7,33.03
26.2,9.7,40.0,65.8,27.31
32.0,10.5,75.7,52.3,31.88
18.3,11.9,99.3,62.9,38.07
32.7,2.3,38.7,63.7,19.32
34.1,3.1,67.3,89.8,21.01
23.3,11.3,88.3,58.3,39.8
30.1,7.9,76.1,58.6,25.09
31.9,6.2,81.7,59.9,26.83
20.1,3.5,32.1,60.7,19.05
25.0,2.4,68.9,88.3,19.37
21.5,9.6,49.8,63.3,26.16
30.7,2.3,93.6,88.3,21.75
24.9,6.4,56.1,89.8,23.16
18.0,2.5,48.3,87.8,16.76
22.5,9.4,97.7,63.1,31.6
21.5,7.3,55.7,62.1,21.56
19.3,4.5,54.2,85.6,20.97
27.0,4.4,47.1,66.9,22.89
23.7,7.9,94.4,59.3,27.68
21.7,3.2,33.8,81.4,16.76
33.9,8.4,50.2,43.2,26.74
23.5,11.4,80.9,71.0,34.01
20.2,6.6,78.8,62.9,26.39
26.9,9.0,54.8,74.0,25.78
33.2,4.8,40.6,85.0,21.56
31.2,7.3,71.7,86.3,29.46
20.5,7.2,51.2,84.3,28.58
23.1,5.9,93.2,51.0,24.18
22.0,4.0,32.9,70.9,16.52
33.8,8.4,61.6,65.6,28.16
22.7,11.5,88.8,56.8,32.44
20.9,6.5,56.8,59.9,23.73
25.7,3.1,69.4,83.2,19.53
28.4,5.5,67.0,51.5,21.65
20.7,8.8,78.5,76.8,30.37
18.4,6.9,51.7,67.4,22.42
19.6,5.1,96.7,42.3,22.26
29.1,10.6,74.9,83.9,34.31
20.8,8.2,87.8,58.1,27.02
22.4,10.8,48.0,66.5,30.42
29.5,11.7,81.2,86.2,34.87
32.8,8.1,54.8,78.3,25.05
34.2,3.9,33.7,86.9,17.54
24.5,7.8,87.7,50.9,30.82
21.8,3.2,56.5,47.2,20.76
30.6,9.8,42.2,66.9,29.52
30.1,3.0,41.3,68.3,17.57
34.6,6.8,63.8,61.9,26.08
19.7,9.2,79.8,45.0,31.94
32.9,11.2,73.1,44.2,32.38
21.0,11.0,40.5,54.6,30.14
30.7,2.7,78.5,43.3,25.16
34.9,11.9,69.2,83.1,37.37
21.9,6.5,62.5,50.2,25.83
30.6,4.1,65.9,81.5,18.77
31.2,11.8,67.8,60.5,28.26
22.8,10.7,78.8,89.7,30.94
33.7,8.4,83.2,89.5,35.89
19.2,8.1,41.9,67.2,26.64
21.9,6.0,95.5,69.5,29.59
23.0,2.3,76.8,51.8,21.39
19.5,7.8,37.3,48.4,21.23
22.2,6.7,77.4,67.0,22.87
31.4,11.1,33.4,51.8,30.32
22.5,7.3,62.7,76.1,25.77
26.6,9.5,75.0,77.2,31.14
20.3,11.6,46.2,63.5,33.32
28.1,2.9,55.4,84.4,17.14
28.4,7.2,35.0,69.5,26.63
21.7,10.9,73.7,82.2,30.53
19.3,10.9,60.7,50.6,31.66
29.9,5.1,49.2,40.2,19.12
28.8,8.2,90.4,46.8,32.28
26.2,8.5,41.0,72.2,25.02
33.2,10.0,35.6,42.2,26.05
34.6,9.3,58.5,70.0,32.39
30.5,9.1,87.7,85.3,30.65
34.4,9.1,91.4,72.1,31.76
20.5,5.8,30.5,68.6,20.29
20.7,7.7,38.4,49.7,22.63
35.0,9.9,67.6,79.3,27.61
24.4,4.5,37.5,79.7,21.72
27.5,5.5,47.0,62.4,24.62
34.1,7.6,85.4,76.8,30.24
28.3,4.4,44.8,85.9,22.7
32.8,6.6,44.0,84.9,22.69
30.0,7.1,51.3,75.5,26.52
32.5,3.7,71.1,76.0,21.59
26.0,4.4,45.0,61.9,18.57
34.1,3.6,63.8,88.6,22.89
20.1,9.3,44.9,74.6,26.6
31.7,2.9,30.4,62.6,20.45
22.0,4.5,56.5,65.7,21.46
28.5,9.2,96.8,46.5,32.28
31.2,11.2,51.4,78.3,33.27
29.9,4.5,83.7,69.8,25.94
25.5,11.0,49.8,85.9,33.67
33.8,5.4,85.9,63.5,27.22
20.8,10.5,43.7,62.3,31.21
30.2,7.1,48.3,65.9,28.13
22.3,7.7,57.1,85.1,31.03
29.7,6.7,32.0,57.7,24.56
21.2,9.6,53.7,82.0,29.08
18.8,5.9,42.0,79.5,20.2
31.3,8.5,66.6,87.5,27.66
31.9,8.0,93.3,60.2,29.7
20.8,4.5,72.8,84.3,20.62
31.7,9.8,83.8,70.0,36.65
23.6,6.9,69.9,86.1,24.4
27.7,6.5,98.7,49.1,28.08
28.2,7.8,67.1,42.4,29.39
33.5,10.6,96.0,60.7,37.24
27.7,5.0,90.1,41.7,25.65
32.8,5.3,81.3,76.1,26.91
25.2,5.7,76.2,74.1,26.57
29.1,3.9,60.9,76.0,18.9
21.3,9.8,47.4,67.0,27.61
30.1,6.7,74.0,65.8,27.27
33.8,3.0,55.0,54.2,18.18
25.3,9.0,77.0,62.2,29.75
29.0,3.3,49.5,69.0,17.97
27.3,8.8,76.9,72.1,31.38
18.2,5.9,66.5,86.6,22.95
33.4,8.1,41.9,85.6,27.47
31.8,4.3,66.3,45.0,26.58
25.1,8.2,86.8,72.1,31.0
19.5,2.9,43.0,67.1,19.18
24.0,11.6,55.8,88.5,32.72
26.9,10.6,74.6,55.2,31.08
22.2,4.6,86.7,40.9,28.69
32.2,5.0,56.1,44.4,23.17
23.0,11.2,33.9,81.8,28.2
21.5,4.3,76.2,59.9,22.6
20.9,7.2,74.5,71.5,26.6
30.3,7.9,85.0,64.5,27.2
27.3,4.5,32.7,66.2,17.07
29.8,7.8,60.9,76.8,25.51
22.9,8.7,97.3,50.6,30.18
24.8,10.7,44.3,58.0,26.86
33.2,7.9,45.1,61.3,28.29
23.6,11.0,66.7,72.1,35.55
33.4,7.6,82.2,89.2,32.18
34.4,8.4,80.7,70.7,30.54
18.3,11.6,67.9,86.8,32.67
26.4,10.2,99.9,40.9,33.84
28.6,11.8,85.2,50.4,30.83
18.2,7.6,68.6,45.7,24.83
24.0,4.5,61.3,62.9,20.54
18.5,10.8,50.8,59.9,31.43
28.5,8.8,55.6,51.2,31.8
25.9,11.5,54.5,88.3,35.37
22.5,5.3,56.2,75.1,20.22
31.2,9.4,80.5,74.4,28.85
27.2,6.2,86.8,86.6,26.54
23.7,3.8,95.5,75.8,23.66
33.9,4.1,31.7,83.4,20.92
34.6,4.5,50.4,83.9,23.04
21.1,7.1,79.3,42.7,31.53
34.6,9.7,81.5,63.6,31.82
28.0,11.4,91.5,45.4,32.86
32.9,3.0,44.1,68.2,17.83
23.0,10.2,31.7,52.0,29.5
18.8,5.1,90.1,85.9,24.79
18.2,6.0,60.2,70.4,20.63
25.3,7.6,37.0,78.0,26.38
18.1,9.3,89.9,53.9,30.13
25.6,3.8,56.9,72.0,14.73
30.6,5.2,62.4,56.0,20.35
29.4,6.5,92.3,49.5,28.55
30.4,7.7,96.4,41.8,29.96
28.1,10.2,78.4,53.7,32.3
34.2,7.0,83.7,42.8,23.64
22.1,4.0,45.5,75.7,17.22
33.4,5.1,35.0,63.5,21.27
34.7,8.5,65.7,69.4,25.35
18.1,4.7,32.0,67.8,16.39
25.3,4.2,31.7,78.6,17.43
29.5,4.9,59.0,69.9,22.61
28.4,6.3,74.3,87.2,29.31
34.8,5.0,97.5,61.6,29.34
29.2,9.4,54.4,56.8,26.93
28.5,10.1,32.5,82.5,26.92
33.7,2.4,57.0,60.2,19.27
33.3,6.6,48.3,77.0,26.38
32.2,4.7,59.7,56.1,23.76
24.9,5.9,34.1,70.3,20.02
29.9,3.9,95.2,55.1,24.84
34.3,2.7,69.0,87.6,21.3
22.1,8.4,35.0,72.5,24.82
26.3,11.6,56.4,85.7,33.89
30.9,9.3,79.7,49.1,31.28
28.2,11.8,85.6,67.6,38.69
31.3,11.7,93.0,67.6,38.12
22.5,5.5,90.2,40.4,25.77
20.2,9.4,37.1,64.9,28.19
26.0,10.1,61.9,53.9,31.88
29.3,6.7,56.5,71.7,27.48
28.2,5.2,83.8,85.0,24.48
28.4,11.3,93.3,78.4,39.51
19.6,2.5,99.3,55.6,18.59
26.4,6.0,40.6,65.2,21.45
21.4,11.8,77.4,65.8,35.96
30.1,3.3,49.9,51.5,15.83
27.5,2.5,92.3,72.1,23.93
28.2,5.4,48.2,50.9,21.18
28.1,2.8,90.9,74.5,17.91
23.2,7.9,64.6,59.2,25.74
19.4,8.2,82.2,86.2,26.76
25.0,10.2,32.3,45.1,25.19
23.1,12.0,51.8,68.4,32.61
27.7,2.3,95.2,80.2,20.5
21.8,8.0,75.2,42.7,32.1
21.8,10.3,62.6,43.7,26.08
23.5,8.8,82.7,75.5,28.16
20.9,3.5,64.0,83.2,17.64
24.8,8.1,35.9,89.1,32.43
32.0,3.9,41.7,62.8,18.5
32.5,11.2,95.8,73.8,33.86
19.8,11.7,57.8,52.0,32.36
23.6,8.6,56.5,43.6,26.3
28.4,7.5,65.9,64.6,31.97
21.9,3.4,78.9,71.6,22.54
33.6,9.8,34.4,88.0,25.92
30.0,10.1,66.4,87.7,27.71
21.7,5.6,71.8,60.3,22.35
19.8,8.4,55.0,74.7,28.2
19.3,4.2,39.4,69.1,18.82
21.2,11.2,70.1,69.5,32.04
24.7,2.9,42.2,68.3,20.3
30.8,9.1,47.2,84.1,30.42
20.4,9.4,84.8,85.6,30.92
18.6,9.1,70.5,45.3,23.65
33.2,9.6,69.7,50.8,29.87
23.7,11.6,43.7,48.1,29.9
23.6,6.2,34.9,60.8,20.02
26.9,4.0,83.4,63.0,28.71
25.1,3.3,42.4,83.4,16.73
23.0,2.8,56.0,62.3,15.5
30.2,6.6,77.3,88.6,28.68
31.5,3.1,58.7,46.5,17.81
32.0,10.3,62.7,58.6,33.0
31.1,6.9,46.9,45.6,22.34
29.7,10.2,33.2,78.6,31.46
21.3,8.5,57.9,64.1,27.78
30.4,11.2,81.5,61.9,35.31
22.7,10.4,86.3,64.2,31.75
30.3,4.8,75.9,87.9,26.32
19.7,9.0,71.9,82.2,26.9
25.2,11.0,74.4,42.9,33.09
24.7,7.2,87.2,48.0,27.19
18.6,9.4,60.4,54.6,29.87
33.0,2.5,50.3,54.5,19.09
29.5,8.3,85.2,46.9,28.09
31.2,9.4,87.2,46.8,32.79
29.3,7.6,56.3,89.2,24.7
23.8,4.8,44.1,71.6,20.24
26.6,11.4,53.6,47.6,33.11
20.2,6.6,92.8,84.5,27.82
20.7,7.6,98.9,55.8,27.0
23.5,2.6,42.7,69.5,19.23
28.9,10.2,88.2,42.5,32.03
28.2,6.2,89.0,86.2,30.39
31.2,5.3,87.4,75.2,27.39
27.0,11.2,35.1,69.0,28.22
29.5,4.6,94.9,62.6,23.25
18.7,3.4,59.3,88.7,17.1
33.9,6.7,59.9,81.7,28.31
32.4,9.4,32.5,82.1,24.29
33.9,2.4,41.8,40.1,14.61
21.0,9.2,62.7,44.2,25.73
20.5,7.2,61.2,62.5,26.9
27.2,8.8,51.0,81.0,28.9
32.3,8.8,36.7,76.9,23.35
30.6,5.1,94.6,49.9,26.26
22.4,3.8,69.1,47.0,19.63
26.1,2.2,59.5,85.4,18.5
22.0,2.2,72.7,44.3,22.22
27.6,10.7,93.6,79.9,35.57
27.6,7.1,44.8,53.5,20.01
19.4,5.3,69.0,85.1,18.59
28.8,11.1,67.1,63.5,32.45
19.6,11.3,70.3,53.9,33.49
18.5,7.4,97.2,64.4,31.24
32.5,7.5,60.6,79.5,27.47
22.2,8.3,57.7,45.7,24.36
25.9,9.0,44.1,77.2,30.86
33.9,5.3,39.5,64.9,23.43
28.6,9.4,94.5,87.7,34.68
24.3,2.2,41.9,73.1,17.35
32.5,10.1,68.6,62.7,27.26
21.6,8.8,96.6,78.7,32.55
26.3,10.7,41.1,82.7,33.04
27.6,8.2,30.2,83.0,25.33
28.0,8.0,38.3,89.4,21.0
18.3,4.3,52.6,56.5,12.05
24.4,6.2,48.3,89.0,22.31
26.8,9.8,86.1,68.9,30.58
25.8,7.1,59.1,78.7,28.52
32.0,9.4,87.6,45.8,33.01
30.3,11.8,88.3,75.4,38.73
33.8,6.5,59.9,67.0,22.71
21.8,4.1,48.4,60.9,17.14
20.7,6.4,69.4,78.4,22.72
21.5,5.4,43.8,42.6,21.35
29.2,4.1,92.3,87.2,25.4
22.3,11.9,34.6,88.2,30.84
29.3,6.5,86.5,52.7,28.26
29.6,11.8,57.0,83.6,36.37
19.4,9.1,35.7,63.6,28.6
30.6,5.8,59.6,83.6,24.03
23.3,2.0,64.3,75.2,15.37
21.8,5.9,89.7,84.1,30.35
22.4,5.1,54.5,61.4,22.58
33.2,6.6,57.9,86.9,25.51
28.3,7.7,96.9,44.1,31.54
29.0,8.3,56.1,56.4,29.75
21.7,3.3,34.4,78.4,18.45
24.1,8.2,70.3,49.1,28.39
31.8,7.4,37.4,87.5,25.8
23.8,3.3,64.6,58.4,17.05
31.8,4.0,37.1,69.9,18.53
21.4,7.3,99.9,50.5,29.62
30.5,8.6,54.3,79.3,29.12
20.0,3.7,60.0,84.8,17.45
32.0,8.6,92.7,63.1,33.17
29.4,5.1,51.5,83.3,22.27
34.3,10.3,46.8,73.0,34.35
18.5,5.9,35.4,41.8,23.51
20.2,10.1,70.8,52.3,31.65
18.5,4.3,70.4,80.6,24.3
18.3,9.4,73.2,83.6,29.31
32.4,7.3,34.2,55.4,21.19
28.7,8.5,61.5,86.0,28.37
28.9,6.5,71.2,41.0,29.25
24.4,11.9,58.5,68.0,33.51
18.9,8.9,50.6,87.4,23.75
25.3,5.9,83.5,62.8,24.63
20.7,9.4,59.3,54.9,32.45
33.9,9.4,85.9,40.5,36.24
32.9,3.2,34.8,67.2,17.16
